#-----------------------------------------------------
#              Re:sim Road Data File
#-----------------------------------------------------

Left-Hand Or Right-Hand ; LEFT
WayPoint ; 410 , 538.281 , 33.745 , 0 , 0
WayPoint ; 411 , 538.386 , 30.5752 , 0 , -3.14136
WayPoint ; 412 , 433.803 , 66.7833 , 0 , 1.57068
WayPoint ; 413 , 437.357 , 66.8047 , 0 , -1.57068
WayPoint ; 414 , 412.977 , 32.5501 , 0 , 3.14136
WayPoint ; 415 , 412.978 , 35.6471 , 0 , 4.44794e-08
WayPoint ; 416 , 437.926 , -52.659 , 0 , -1.57115
WayPoint ; 417 , 433.864 , -52.7427 , 0 , 1.57068
WayPoint ; 418 , 433.587 , 105.231 , 0 , 1.56778
WayPoint ; 419 , 441.972 , 112.549 , 0 , -0.0732082
WayPoint ; 420 , 433.627 , 117.231 , 0 , 1.56731
WayPoint ; 421 , 441.963 , 109.799 , 0 , 3.07598
WayPoint ; 422 , 437.323 , 105.19 , 0 , -1.57405
WayPoint ; 423 , 437.363 , 117.19 , 0 , -1.57405
WayPoint ; 424 , 538.126 , 106.629 , 0 , -0.0722859
WayPoint ; 425 , 537.927 , 103.887 , 0 , 3.06954
WayPoint ; 426 , 433.595 , 131.81 , 0 , 1.56731
WayPoint ; 427 , 449.593 , 149.884 , 0 , -3.14136
WayPoint ; 428 , 433.575 , 172.337 , 0 , 1.57068
WayPoint ; 429 , 449.651 , 147.279 , 0 , -3.14136
WayPoint ; 430 , 417.236 , 148.237 , 0 , 3.14136
WayPoint ; 431 , 449.564 , 144.182 , 0 , 3.1095
WayPoint ; 432 , 417.26 , 145.009 , 0 , 3.14136
WayPoint ; 433 , 449.333 , 140.882 , 0 , 3.12533
WayPoint ; 434 , 417.378 , 141.518 , 0 , 3.14136
WayPoint ; 435 , 437.353 , 131.701 , 0 , -1.57068
WayPoint ; 436 , 437.25 , 171.296 , 0 , -1.57068
WayPoint ; 437 , 452.263 , 155.045 , 0 , 2.22397e-08
WayPoint ; 438 , 452.348 , 158.049 , 0 , 2.22397e-08
WayPoint ; 439 , 452.39 , 161.434 , 0 , 2.22397e-08
WayPoint ; 440 , 417.396 , 152.069 , 0 , 4.44794e-08
WayPoint ; 441 , 417.261 , 155.314 , 0 , 4.44794e-08
WayPoint ; 442 , 417.071 , 158.901 , 0 , 4.44794e-08
WayPoint ; 443 , 417.119 , 162.152 , 0 , 4.44794e-08
WayPoint ; 444 , 540.424 , 151.796 , 0 , 0
WayPoint ; 445 , 540.424 , 155.729 , 0 , 0
WayPoint ; 446 , 540.593 , 158.704 , 0 , 0
WayPoint ; 447 , 477.324 , 149.315 , 0 , 3.09244
WayPoint ; 448 , 507.607 , 145.599 , 0 , -3.14136
WayPoint ; 449 , 540.68 , 145.153 , 0 , -3.14136
WayPoint ; 450 , 540.731 , 142.352 , 0 , -3.14136
WayPoint ; 451 , 540.475 , 139.192 , 0 , -3.14136
WayPoint ; 452 , 433.853 , 288.236 , 0 , 1.57068
WayPoint ; 453 , 437.471 , 288.207 , 0 , -1.57068
WayPoint ; 454 , 397.476 , 148.181 , 0 , 3.14136
WayPoint ; 455 , 397.5 , 144.953 , 0 , 3.14136
WayPoint ; 456 , 397.618 , 141.462 , 0 , 3.14136
WayPoint ; 457 , 391.979 , 152.225 , 0 , 4.44794e-08
WayPoint ; 458 , 397.311 , 158.845 , 0 , 4.44794e-08
WayPoint ; 459 , 397.359 , 162.097 , 0 , 4.44794e-08

#-----------------------------------------------------
# Path ; id , startWP , endWP , Ndiv , Speed Limit[km/h] , Actual Speed[km/h]
#-----------------------------------------------------
Path ; 0 , 0 , 1 , 10 , 50 , 60
Path ; 1 , 2 , 3 , 10 , 40 , 45
Path ; 2 , 2 , 4 , 10 , 50 , 60
Path ; 3 , 5 , 3 , 10 , 50 , 60
Path ; 4 , 6 , 4 , 10 , 50 , 60
Path ; 5 , 6 , 7 , 10 , 50 , 60
Path ; 6 , 8 , 4 , 10 , 50 , 60
Path ; 7 , 9 , 7 , 10 , 40 , 45
Path ; 8 , 9 , 1 , 10 , 50 , 60
Path ; 9 , 10 , 7 , 10 , 50 , 60
Path ; 10 , 11 , 1 , 10 , 50 , 60
Path ; 11 , 11 , 3 , 10 , 50 , 60
Path ; 12 , 7 , 12 , 10 , 40 , 45
Path ; 13 , 13 , 2 , 10 , 40 , 45
Path ; 14 , 13 , 14 , 10 , 40 , 45
Path ; 15 , 15 , 13 , 10 , 40 , 45
Path ; 16 , 1 , 16 , 10 , 50 , 60
Path ; 17 , 17 , 6 , 10 , 50 , 60
Path ; 18 , 17 , 18 , 10 , 50 , 60
Path ; 19 , 19 , 17 , 10 , 50 , 60
Path ; 20 , 3 , 20 , 10 , 40 , 45
Path ; 21 , 21 , 9 , 10 , 40 , 45
Path ; 22 , 21 , 22 , 10 , 40 , 45
Path ; 23 , 23 , 21 , 10 , 40 , 45
Path ; 24 , 4 , 24 , 10 , 50 , 60
Path ; 25 , 25 , 11 , 10 , 50 , 60
Path ; 26 , 25 , 10 , 10 , 50 , 60
Path ; 27 , 26 , 25 , 10 , 50 , 60
Path ; 28 , 27 , 28 , 10 , 50 , 60
Path ; 29 , 27 , 29 , 10 , 50 , 60
Path ; 30 , 30 , 28 , 10 , 50 , 60
Path ; 31 , 30 , 31 , 10 , 50 , 60
Path ; 32 , 32 , 31 , 10 , 50 , 60
Path ; 33 , 32 , 29 , 10 , 50 , 60
Path ; 34 , 31 , 33 , 10 , 50 , 60
Path ; 35 , 34 , 27 , 10 , 50 , 60
Path ; 36 , 29 , 35 , 10 , 30 , 30
Path ; 37 , 36 , 30 , 10 , 30 , 30
Path ; 38 , 28 , 37 , 10 , 50 , 60
Path ; 39 , 38 , 32 , 10 , 50 , 60
Path ; 40 , 33 , 19 , 10 , 50 , 60
Path ; 41 , 16 , 34 , 10 , 50 , 60
Path ; 42 , 14 , 0 , 10 , 40 , 45
Path ; 43 , 22 , 8 , 10 , 40 , 45
Path ; 44 , 18 , 5 , 10 , 50 , 60
Path ; 45 , 39 , 40 , 10 , 40 , 45
Path ; 46 , 41 , 42 , 10 , 40 , 45
Path ; 47 , 43 , 42 , 10 , 40 , 45
Path ; 48 , 43 , 44 , 10 , 40 , 45
Path ; 49 , 45 , 44 , 10 , 40 , 45
Path ; 50 , 45 , 40 , 10 , 40 , 45
Path ; 51 , 44 , 46 , 10 , 40 , 45
Path ; 52 , 47 , 39 , 10 , 40 , 45
Path ; 53 , 48 , 41 , 10 , 40 , 45
Path ; 54 , 49 , 48 , 10 , 40 , 45
Path ; 55 , 48 , 47 , 10 , 40 , 45
Path ; 56 , 40 , 50 , 10 , 30 , 30
Path ; 57 , 51 , 43 , 10 , 30 , 30
Path ; 58 , 42 , 15 , 10 , 40 , 45
Path ; 61 , 12 , 45 , 10 , 40 , 45
Path ; 62 , 52 , 53 , 10 , 30 , 30
Path ; 63 , 52 , 54 , 10 , 30 , 30
Path ; 64 , 55 , 54 , 10 , 30 , 30
Path ; 65 , 55 , 56 , 10 , 30 , 30
Path ; 66 , 57 , 56 , 10 , 30 , 30
Path ; 67 , 57 , 53 , 10 , 30 , 30
Path ; 68 , 56 , 58 , 10 , 30 , 30
Path ; 69 , 59 , 52 , 10 , 30 , 30
Path ; 70 , 53 , 60 , 10 , 30 , 30
Path ; 71 , 61 , 55 , 10 , 30 , 30
Path ; 72 , 54 , 62 , 10 , 30 , 30
Path ; 73 , 63 , 57 , 10 , 30 , 30
Path ; 74 , 62 , 51 , 10 , 30 , 30
Path ; 75 , 50 , 63 , 10 , 30 , 30
Path ; 76 , 60 , 36 , 10 , 30 , 30
Path ; 77 , 35 , 61 , 10 , 30 , 30
Path ; 78 , 64 , 65 , 10 , 30 , 30
Path ; 79 , 64 , 66 , 10 , 30 , 30
Path ; 80 , 67 , 66 , 10 , 30 , 30
Path ; 81 , 67 , 68 , 10 , 30 , 30
Path ; 82 , 69 , 68 , 10 , 30 , 30
Path ; 83 , 69 , 65 , 10 , 30 , 30
Path ; 84 , 68 , 70 , 10 , 30 , 30
Path ; 85 , 71 , 64 , 10 , 30 , 30
Path ; 86 , 65 , 72 , 10 , 30 , 30
Path ; 87 , 73 , 67 , 10 , 30 , 30
Path ; 88 , 66 , 74 , 10 , 30 , 30
Path ; 89 , 75 , 69 , 10 , 30 , 30
Path ; 90 , 74 , 59 , 10 , 30 , 30
Path ; 91 , 58 , 75 , 10 , 30 , 30
Path ; 92 , 76 , 77 , 10 , 50 , 60
Path ; 93 , 78 , 79 , 10 , 50 , 60
Path ; 94 , 80 , 79 , 10 , 50 , 60
Path ; 95 , 80 , 81 , 10 , 50 , 60
Path ; 96 , 82 , 81 , 10 , 50 , 60
Path ; 97 , 82 , 77 , 10 , 50 , 60
Path ; 98 , 81 , 83 , 10 , 50 , 60
Path ; 99 , 84 , 76 , 10 , 50 , 60
Path ; 100 , 85 , 78 , 10 , 50 , 60
Path ; 102 , 85 , 84 , 10 , 50 , 60
Path ; 103 , 77 , 86 , 10 , 30 , 30
Path ; 104 , 87 , 80 , 10 , 30 , 30
Path ; 105 , 79 , 88 , 10 , 50 , 60
Path ; 106 , 89 , 82 , 10 , 50 , 60
Path ; 107 , 83 , 38 , 10 , 50 , 60
Path ; 108 , 37 , 85 , 10 , 50 , 60
Path ; 109 , 86 , 73 , 10 , 30 , 30
Path ; 110 , 72 , 87 , 10 , 30 , 30
Path ; 111 , 90 , 91 , 10 , 60 , 65
Path ; 112 , 92 , 93 , 10 , 60 , 70
Path ; 113 , 94 , 95 , 10 , 60 , 70
Path ; 114 , 96 , 97 , 10 , 60 , 70
Path ; 115 , 96 , 98 , 10 , 60 , 65
Path ; 116 , 99 , 93 , 10 , 60 , 65
Path ; 117 , 99 , 95 , 10 , 60 , 65
Path ; 118 , 99 , 97 , 10 , 60 , 65
Path ; 119 , 100 , 98 , 10 , 50 , 60
Path ; 120 , 100 , 101 , 10 , 60 , 65
Path ; 121 , 100 , 102 , 10 , 60 , 65
Path ; 122 , 100 , 103 , 10 , 60 , 65
Path ; 123 , 104 , 98 , 10 , 60 , 65
Path ; 124 , 105 , 101 , 10 , 60 , 70
Path ; 125 , 106 , 102 , 10 , 60 , 70
Path ; 126 , 107 , 103 , 10 , 60 , 70
Path ; 127 , 107 , 91 , 10 , 60 , 65
Path ; 128 , 108 , 101 , 10 , 60 , 65
Path ; 129 , 108 , 102 , 10 , 60 , 65
Path ; 130 , 108 , 103 , 10 , 60 , 65
Path ; 131 , 109 , 91 , 10 , 50 , 60
Path ; 132 , 109 , 93 , 10 , 60 , 65
Path ; 133 , 109 , 95 , 10 , 60 , 65
Path ; 134 , 109 , 97 , 10 , 60 , 65
Path ; 135 , 101 , 110 , 10 , 60 , 70
Path ; 136 , 102 , 111 , 10 , 60 , 70
Path ; 137 , 103 , 112 , 10 , 60 , 70
Path ; 138 , 113 , 90 , 10 , 60 , 70
Path ; 139 , 114 , 92 , 10 , 60 , 70
Path ; 141 , 114 , 113 , 10 , 60 , 70
Path ; 144 , 91 , 115 , 10 , 50 , 60
Path ; 145 , 116 , 99 , 10 , 50 , 60
Path ; 146 , 117 , 118 , 10 , 50 , 60
Path ; 147 , 119 , 117 , 10 , 50 , 60
Path ; 148 , 117 , 116 , 10 , 50 , 60
Path ; 149 , 93 , 120 , 10 , 60 , 70
Path ; 150 , 95 , 121 , 10 , 60 , 70
Path ; 151 , 97 , 122 , 10 , 60 , 70
Path ; 152 , 123 , 104 , 10 , 60 , 70
Path ; 153 , 124 , 105 , 10 , 60 , 70
Path ; 154 , 125 , 124 , 10 , 60 , 70
Path ; 155 , 124 , 123 , 10 , 60 , 70
Path ; 156 , 126 , 106 , 10 , 60 , 70
Path ; 157 , 127 , 107 , 10 , 60 , 70
Path ; 158 , 98 , 128 , 10 , 50 , 60
Path ; 159 , 129 , 108 , 10 , 50 , 60
Path ; 160 , 88 , 130 , 10 , 50 , 60
Path ; 162 , 88 , 129 , 10 , 50 , 60
Path ; 163 , 128 , 89 , 10 , 50 , 60
Path ; 164 , 130 , 109 , 10 , 50 , 60
Path ; 165 , 118 , 100 , 10 , 50 , 60
Path ; 166 , 131 , 132 , 10 , 60 , 70
Path ; 167 , 133 , 134 , 10 , 60 , 70
Path ; 168 , 135 , 136 , 10 , 60 , 70
Path ; 169 , 137 , 138 , 10 , 60 , 65
Path ; 170 , 137 , 139 , 10 , 60 , 65
Path ; 171 , 137 , 140 , 10 , 60 , 65
Path ; 172 , 141 , 138 , 10 , 60 , 70
Path ; 173 , 142 , 139 , 10 , 60 , 70
Path ; 174 , 143 , 140 , 10 , 60 , 70
Path ; 175 , 143 , 144 , 10 , 60 , 65
Path ; 176 , 138 , 145 , 10 , 60 , 70
Path ; 177 , 139 , 146 , 10 , 60 , 70
Path ; 178 , 140 , 147 , 10 , 60 , 70
Path ; 179 , 110 , 131 , 10 , 60 , 70
Path ; 180 , 111 , 133 , 10 , 60 , 70
Path ; 181 , 112 , 135 , 10 , 60 , 70
Path ; 182 , 144 , 148 , 10 , 30 , 30
Path ; 183 , 149 , 137 , 10 , 30 , 30
Path ; 184 , 132 , 150 , 10 , 60 , 70
Path ; 185 , 134 , 151 , 10 , 60 , 70
Path ; 186 , 136 , 152 , 10 , 60 , 70
Path ; 190 , 148 , 71 , 10 , 30 , 30
Path ; 191 , 70 , 149 , 10 , 30 , 30
Path ; 192 , 145 , 114 , 10 , 60 , 70
Path ; 193 , 146 , 94 , 10 , 60 , 70
Path ; 194 , 147 , 96 , 10 , 60 , 70
Path ; 195 , 153 , 154 , 10 , 40 , 45
Path ; 196 , 155 , 156 , 10 , 40 , 45
Path ; 197 , 155 , 157 , 10 , 40 , 45
Path ; 198 , 158 , 156 , 10 , 40 , 45
Path ; 199 , 158 , 157 , 10 , 40 , 45
Path ; 200 , 158 , 159 , 10 , 40 , 45
Path ; 201 , 160 , 157 , 10 , 40 , 45
Path ; 202 , 160 , 159 , 10 , 40 , 45
Path ; 203 , 160 , 154 , 10 , 40 , 45
Path ; 204 , 161 , 159 , 10 , 40 , 45
Path ; 205 , 161 , 154 , 10 , 40 , 45
Path ; 206 , 161 , 156 , 10 , 40 , 45
Path ; 207 , 159 , 162 , 10 , 40 , 45
Path ; 208 , 163 , 153 , 10 , 40 , 45
Path ; 209 , 164 , 155 , 10 , 40 , 45
Path ; 210 , 165 , 164 , 10 , 40 , 45
Path ; 211 , 164 , 163 , 10 , 40 , 45
Path ; 212 , 154 , 166 , 10 , 40 , 45
Path ; 213 , 167 , 158 , 10 , 40 , 45
Path ; 214 , 156 , 168 , 10 , 40 , 45
Path ; 215 , 169 , 160 , 10 , 40 , 45
Path ; 216 , 157 , 170 , 10 , 40 , 45
Path ; 217 , 171 , 161 , 10 , 40 , 45
Path ; 218 , 162 , 23 , 10 , 40 , 45
Path ; 219 , 20 , 165 , 10 , 40 , 45
Path ; 220 , 172 , 173 , 10 , 40 , 45
Path ; 221 , 172 , 174 , 10 , 40 , 45
Path ; 222 , 175 , 174 , 10 , 40 , 45
Path ; 223 , 175 , 176 , 10 , 40 , 45
Path ; 224 , 177 , 176 , 10 , 40 , 45
Path ; 225 , 177 , 173 , 10 , 40 , 45
Path ; 226 , 176 , 178 , 10 , 40 , 45
Path ; 227 , 179 , 172 , 10 , 40 , 45
Path ; 228 , 173 , 180 , 10 , 30 , 30
Path ; 229 , 181 , 175 , 10 , 30 , 30
Path ; 230 , 174 , 182 , 10 , 40 , 45
Path ; 231 , 183 , 177 , 10 , 40 , 45
Path ; 232 , 182 , 167 , 10 , 40 , 45
Path ; 233 , 166 , 183 , 10 , 40 , 45
Path ; 234 , 184 , 185 , 10 , 40 , 45
Path ; 235 , 184 , 186 , 10 , 40 , 45
Path ; 236 , 187 , 186 , 10 , 40 , 45
Path ; 237 , 187 , 188 , 10 , 40 , 45
Path ; 238 , 187 , 189 , 10 , 40 , 45
Path ; 239 , 190 , 188 , 10 , 40 , 45
Path ; 240 , 190 , 185 , 10 , 40 , 45
Path ; 241 , 188 , 191 , 10 , 40 , 45
Path ; 242 , 189 , 192 , 10 , 40 , 45
Path ; 244 , 185 , 193 , 10 , 30 , 30
Path ; 245 , 194 , 187 , 10 , 30 , 30
Path ; 246 , 186 , 179 , 10 , 40 , 45
Path ; 249 , 178 , 190 , 10 , 40 , 45
Path ; 250 , 190 , 189 , 10 , 40 , 45
Path ; 251 , 195 , 196 , 10 , 60 , 65
Path ; 252 , 197 , 198 , 10 , 60 , 70
Path ; 253 , 199 , 200 , 10 , 60 , 70
Path ; 254 , 201 , 202 , 10 , 60 , 70
Path ; 255 , 201 , 203 , 10 , 60 , 65
Path ; 256 , 204 , 198 , 10 , 60 , 65
Path ; 257 , 204 , 200 , 10 , 60 , 65
Path ; 258 , 204 , 202 , 10 , 60 , 65
Path ; 259 , 205 , 203 , 10 , 40 , 45
Path ; 260 , 205 , 206 , 10 , 60 , 65
Path ; 261 , 205 , 207 , 10 , 60 , 65
Path ; 262 , 205 , 208 , 10 , 60 , 65
Path ; 263 , 209 , 210 , 10 , 60 , 65
Path ; 264 , 211 , 206 , 10 , 60 , 70
Path ; 265 , 212 , 207 , 10 , 60 , 70
Path ; 266 , 213 , 208 , 10 , 60 , 70
Path ; 267 , 213 , 214 , 10 , 60 , 65
Path ; 268 , 215 , 206 , 10 , 60 , 65
Path ; 269 , 215 , 207 , 10 , 60 , 65
Path ; 270 , 215 , 208 , 10 , 60 , 65
Path ; 272 , 216 , 198 , 10 , 60 , 65
Path ; 273 , 216 , 200 , 10 , 60 , 65
Path ; 274 , 216 , 202 , 10 , 60 , 65
Path ; 275 , 206 , 217 , 10 , 60 , 70
Path ; 276 , 207 , 218 , 10 , 60 , 70
Path ; 277 , 208 , 219 , 10 , 60 , 70
Path ; 278 , 220 , 195 , 10 , 60 , 70
Path ; 279 , 120 , 197 , 10 , 60 , 70
Path ; 281 , 120 , 220 , 10 , 60 , 70
Path ; 282 , 221 , 199 , 10 , 60 , 70
Path ; 283 , 222 , 201 , 10 , 60 , 70
Path ; 284 , 214 , 223 , 10 , 40 , 45
Path ; 285 , 224 , 204 , 10 , 40 , 45
Path ; 286 , 225 , 226 , 10 , 40 , 45
Path ; 287 , 227 , 225 , 10 , 40 , 45
Path ; 288 , 225 , 224 , 10 , 40 , 45
Path ; 289 , 198 , 228 , 10 , 60 , 70
Path ; 290 , 200 , 229 , 10 , 60 , 70
Path ; 291 , 202 , 230 , 10 , 60 , 70
Path ; 292 , 231 , 209 , 10 , 60 , 70
Path ; 293 , 232 , 211 , 10 , 60 , 70
Path ; 294 , 233 , 232 , 10 , 60 , 70
Path ; 295 , 232 , 231 , 10 , 60 , 70
Path ; 296 , 234 , 212 , 10 , 60 , 70
Path ; 297 , 235 , 213 , 10 , 60 , 70
Path ; 298 , 203 , 236 , 10 , 40 , 45
Path ; 299 , 191 , 215 , 10 , 40 , 45
Path ; 300 , 192 , 216 , 10 , 40 , 45
Path ; 301 , 217 , 125 , 10 , 60 , 70
Path ; 302 , 218 , 126 , 10 , 60 , 70
Path ; 303 , 219 , 127 , 10 , 60 , 70
Path ; 305 , 121 , 221 , 10 , 60 , 70
Path ; 306 , 122 , 222 , 10 , 60 , 70
Path ; 307 , 236 , 184 , 10 , 40 , 45
Path ; 308 , 210 , 203 , 10 , 60 , 65
Path ; 309 , 196 , 214 , 10 , 60 , 65
Path ; 310 , 216 , 214 , 10 , 40 , 45
Path ; 311 , 226 , 205 , 10 , 40 , 45
Path ; 312 , 223 , 237 , 10 , 40 , 45
Path ; 313 , 238 , 239 , 10 , 60 , 65
Path ; 314 , 238 , 240 , 10 , 60 , 65
Path ; 315 , 238 , 241 , 10 , 40 , 45
Path ; 316 , 238 , 242 , 10 , 60 , 65
Path ; 317 , 238 , 243 , 10 , 60 , 65
Path ; 318 , 244 , 241 , 10 , 60 , 65
Path ; 319 , 245 , 242 , 10 , 60 , 70
Path ; 320 , 246 , 243 , 10 , 60 , 70
Path ; 321 , 246 , 247 , 10 , 60 , 65
Path ; 322 , 248 , 242 , 10 , 60 , 65
Path ; 323 , 248 , 243 , 10 , 60 , 65
Path ; 324 , 249 , 247 , 10 , 40 , 45
Path ; 325 , 249 , 239 , 10 , 60 , 65
Path ; 326 , 249 , 240 , 10 , 60 , 65
Path ; 327 , 250 , 247 , 10 , 60 , 65
Path ; 328 , 251 , 239 , 10 , 60 , 70
Path ; 329 , 252 , 240 , 10 , 60 , 70
Path ; 330 , 252 , 241 , 10 , 60 , 65
Path ; 331 , 247 , 253 , 10 , 40 , 45
Path ; 332 , 254 , 238 , 10 , 40 , 45
Path ; 333 , 239 , 255 , 10 , 60 , 70
Path ; 334 , 240 , 256 , 10 , 60 , 70
Path ; 335 , 257 , 244 , 10 , 60 , 70
Path ; 336 , 258 , 245 , 10 , 60 , 70
Path ; 337 , 259 , 258 , 10 , 60 , 70
Path ; 338 , 258 , 257 , 10 , 60 , 70
Path ; 339 , 260 , 246 , 10 , 60 , 70
Path ; 340 , 241 , 261 , 10 , 40 , 45
Path ; 341 , 262 , 248 , 10 , 40 , 45
Path ; 342 , 263 , 249 , 10 , 40 , 45
Path ; 344 , 263 , 262 , 10 , 40 , 45
Path ; 345 , 242 , 264 , 10 , 60 , 70
Path ; 346 , 243 , 265 , 10 , 60 , 70
Path ; 347 , 266 , 250 , 10 , 60 , 70
Path ; 348 , 267 , 251 , 10 , 60 , 70
Path ; 349 , 268 , 267 , 10 , 60 , 70
Path ; 350 , 267 , 266 , 10 , 60 , 70
Path ; 351 , 269 , 252 , 10 , 60 , 70
Path ; 352 , 261 , 49 , 10 , 40 , 45
Path ; 353 , 46 , 263 , 10 , 40 , 45
Path ; 354 , 270 , 271 , 10 , 40 , 45
Path ; 355 , 270 , 272 , 10 , 40 , 45
Path ; 356 , 273 , 272 , 10 , 40 , 45
Path ; 357 , 273 , 274 , 10 , 40 , 45
Path ; 358 , 275 , 274 , 10 , 40 , 45
Path ; 359 , 275 , 271 , 10 , 40 , 45
Path ; 360 , 274 , 276 , 10 , 40 , 45
Path ; 361 , 277 , 270 , 10 , 40 , 45
Path ; 362 , 271 , 278 , 10 , 30 , 30
Path ; 363 , 279 , 273 , 10 , 30 , 30
Path ; 364 , 272 , 280 , 10 , 40 , 45
Path ; 365 , 281 , 275 , 10 , 40 , 45
Path ; 366 , 280 , 254 , 10 , 40 , 45
Path ; 367 , 253 , 281 , 10 , 40 , 45
Path ; 368 , 282 , 283 , 10 , 30 , 30
Path ; 369 , 282 , 284 , 10 , 30 , 30
Path ; 370 , 285 , 284 , 10 , 30 , 30
Path ; 371 , 285 , 286 , 10 , 30 , 30
Path ; 372 , 287 , 286 , 10 , 30 , 30
Path ; 373 , 287 , 283 , 10 , 30 , 30
Path ; 374 , 286 , 288 , 10 , 30 , 30
Path ; 375 , 289 , 282 , 10 , 30 , 30
Path ; 376 , 283 , 290 , 10 , 30 , 30
Path ; 377 , 291 , 285 , 10 , 30 , 30
Path ; 378 , 284 , 292 , 10 , 30 , 30
Path ; 379 , 293 , 287 , 10 , 30 , 30
Path ; 380 , 288 , 279 , 10 , 30 , 30
Path ; 381 , 278 , 289 , 10 , 30 , 30
Path ; 382 , 294 , 295 , 10 , 40 , 45
Path ; 383 , 294 , 296 , 10 , 40 , 45
Path ; 384 , 294 , 297 , 10 , 40 , 45
Path ; 385 , 298 , 296 , 10 , 40 , 45
Path ; 386 , 298 , 297 , 10 , 40 , 45
Path ; 387 , 298 , 299 , 10 , 40 , 45
Path ; 388 , 300 , 297 , 10 , 40 , 45
Path ; 389 , 300 , 299 , 10 , 40 , 45
Path ; 390 , 300 , 295 , 10 , 40 , 45
Path ; 391 , 301 , 299 , 10 , 40 , 45
Path ; 392 , 301 , 295 , 10 , 40 , 45
Path ; 393 , 301 , 296 , 10 , 40 , 45
Path ; 394 , 299 , 302 , 10 , 40 , 45
Path ; 395 , 303 , 294 , 10 , 40 , 45
Path ; 396 , 295 , 304 , 10 , 40 , 45
Path ; 397 , 305 , 298 , 10 , 40 , 45
Path ; 398 , 296 , 306 , 10 , 40 , 45
Path ; 399 , 307 , 300 , 10 , 40 , 45
Path ; 400 , 297 , 308 , 10 , 40 , 45
Path ; 401 , 309 , 301 , 10 , 40 , 45
Path ; 402 , 306 , 277 , 10 , 40 , 45
Path ; 403 , 276 , 307 , 10 , 40 , 45
Path ; 404 , 310 , 311 , 10 , 60 , 70
Path ; 405 , 310 , 312 , 10 , 60 , 70
Path ; 407 , 313 , 314 , 10 , 60 , 70
Path ; 408 , 315 , 316 , 10 , 60 , 70
Path ; 412 , 317 , 318 , 10 , 60 , 70
Path ; 413 , 319 , 314 , 10 , 60 , 70
Path ; 414 , 319 , 316 , 10 , 60 , 70
Path ; 416 , 320 , 321 , 10 , 60 , 70
Path ; 417 , 322 , 323 , 10 , 60 , 70
Path ; 421 , 324 , 325 , 10 , 60 , 70
Path ; 422 , 326 , 321 , 10 , 60 , 70
Path ; 423 , 326 , 323 , 10 , 60 , 70
Path ; 425 , 327 , 328 , 10 , 60 , 70
Path ; 426 , 329 , 330 , 10 , 60 , 70
Path ; 430 , 331 , 332 , 10 , 60 , 70
Path ; 431 , 333 , 328 , 10 , 60 , 70
Path ; 432 , 333 , 330 , 10 , 60 , 70
Path ; 434 , 334 , 311 , 10 , 60 , 70
Path ; 435 , 335 , 312 , 10 , 60 , 70
Path ; 439 , 336 , 337 , 10 , 60 , 70
Path ; 440 , 328 , 338 , 10 , 60 , 70
Path ; 441 , 330 , 339 , 10 , 60 , 70
Path ; 442 , 325 , 340 , 10 , 60 , 70
Path ; 443 , 341 , 310 , 10 , 60 , 70
Path ; 445 , 342 , 313 , 10 , 60 , 70
Path ; 447 , 343 , 315 , 10 , 60 , 70
Path ; 448 , 344 , 317 , 10 , 60 , 70
Path ; 449 , 311 , 345 , 10 , 60 , 70
Path ; 450 , 312 , 346 , 10 , 60 , 70
Path ; 451 , 332 , 347 , 10 , 60 , 70
Path ; 452 , 348 , 319 , 10 , 60 , 70
Path ; 453 , 349 , 320 , 10 , 60 , 70
Path ; 454 , 350 , 349 , 10 , 60 , 70
Path ; 455 , 349 , 348 , 10 , 60 , 70
Path ; 456 , 351 , 352 , 10 , 60 , 70
Path ; 457 , 353 , 324 , 10 , 60 , 70
Path ; 458 , 314 , 354 , 10 , 60 , 70
Path ; 459 , 316 , 355 , 10 , 60 , 70
Path ; 460 , 337 , 356 , 10 , 60 , 70
Path ; 461 , 357 , 326 , 10 , 60 , 70
Path ; 462 , 358 , 327 , 10 , 60 , 70
Path ; 463 , 150 , 358 , 10 , 60 , 70
Path ; 464 , 358 , 357 , 10 , 60 , 70
Path ; 465 , 151 , 329 , 10 , 60 , 70
Path ; 466 , 152 , 331 , 10 , 60 , 70
Path ; 467 , 321 , 359 , 10 , 60 , 70
Path ; 468 , 323 , 360 , 10 , 60 , 70
Path ; 469 , 318 , 361 , 10 , 60 , 70
Path ; 470 , 362 , 333 , 10 , 60 , 70
Path ; 471 , 363 , 334 , 10 , 60 , 70
Path ; 472 , 364 , 363 , 10 , 60 , 70
Path ; 473 , 363 , 362 , 10 , 60 , 70
Path ; 474 , 365 , 366 , 10 , 60 , 70
Path ; 475 , 367 , 336 , 10 , 60 , 70
Path ; 476 , 354 , 141 , 10 , 60 , 70
Path ; 477 , 355 , 142 , 10 , 60 , 70
Path ; 478 , 356 , 143 , 10 , 60 , 70
Path ; 479 , 347 , 368 , 10 , 60 , 70
Path ; 480 , 345 , 369 , 10 , 60 , 70
Path ; 482 , 370 , 371 , 10 , 60 , 70
Path ; 483 , 368 , 372 , 10 , 60 , 70
Path ; 484 , 369 , 373 , 10 , 60 , 70
Path ; 485 , 345 , 370 , 10 , 60 , 70
Path ; 486 , 346 , 368 , 10 , 60 , 70
